title,p10,q1,median,q3,p90,average,company_industry,correct_job_level,state
Spezialist Online Werbung,48500,56900,67800,81000,94900,70500,Marketing,Senior,BW
Spezialist Online Werbung,46800,54900,65500,78200,91700,68100,Marketing,Senior,BE
Spezialist Online Werbung,50100,58700,70100,83600,98100,72800,Marketing,Senior,BY
Spezialist Online Werbung,45400,52300,61300,73100,85700,63700,Marketing,Senior,BB
Spezialist Online Werbung,46700,54700,65300,77900,91300,67800,Marketing,Senior,HB
Spezialist Online Werbung,49400,57900,69100,82400,96600,71800,Marketing,Senior,HH
Spezialist Online Werbung,45100,51400,59500,71100,83300,61900,Marketing,Senior,MV
Spezialist Online Werbung,48300,56600,67600,80600,94500,70200,Marketing,Senior,SH
Spezialist Online Werbung,46300,55300,67300,81900,97700,70500,Marketing,Senior,
Spezialist Online Werbung,41700,48800,58000,69000,80600,60200,Marketing,Mid,HE
Spezialist Online Werbung,39400,46900,56800,68800,81800,59400,Marketing,Mid,
Spezialist Online Werbung,38400,43600,50400,59900,70000,52300,Marketing,Mid,MV
Spezialist Online Werbung,41300,48200,57300,68200,79600,59500,Marketing,Mid,NI
Spezialist Online Werbung,42000,49100,58300,69300,81000,60500,Marketing,Mid,NW
Spezialist Online Werbung,40800,47700,56700,67400,78800,58800,Marketing,Mid,RP
Spezialist Online Werbung,40000,46800,55600,66100,77200,57700,Marketing,Mid,SL
Spezialist Online Werbung,39800,46500,55300,65700,76800,57300,Marketing,Mid,BE
Spezialist Online Werbung,38600,44500,52100,61900,72400,54000,Marketing,Mid,TH
Spezialist Online Werbung,39400,46900,56800,68800,81800,59400,Marketing,Mid,
Spezialist Online Werbung,32600,38800,46700,56300,66500,48700,Marketing,Junior,
Spezialist Online Werbung,31700,35500,40300,47700,55500,41700,Marketing,Junior,SN
Spezialist Online Werbung,31900,36000,41300,48800,56700,42700,Marketing,Junior,ST
Spezialist Online Werbung,34100,39700,47000,55600,64600,48600,Marketing,Junior,SH
Spezialist Online Werbung,32200,36900,42900,50800,59100,44400,Marketing,Junior,TH
Spezialist Online Werbung,34200,39800,47100,55700,64800,48800,Marketing,Junior,BW
Spezialist Online Werbung,32900,38300,45200,53500,62200,46800,Marketing,Junior,HB
Category Manager,56100,66900,81500,99100,118300,85400,Purchasing Procurement,Senior,
Category Manager,55800,64100,74700,89100,104500,77600,Purchasing Procurement,Senior,TH
Category Manager,60700,71100,84900,101300,118700,88200,Purchasing Procurement,Senior,BY
Category Manager,58700,68800,82100,98000,114900,85300,Purchasing Procurement,Senior,BW
Category Manager,58500,68600,81800,97600,114500,85000,Purchasing Procurement,Senior,SH
Category Manager,56700,66500,79300,94700,111000,82400,Purchasing Procurement,Senior,BE
Category Manager,55700,62900,72100,86000,100800,74900,Purchasing Procurement,Senior,ST
Category Manager,55700,62300,70600,84300,98800,73400,Purchasing Procurement,Senior,SN
Category Manager,55800,63900,74200,88500,103800,77100,Purchasing Procurement,Senior,BB
Category Manager,59700,70000,83600,99700,116900,86800,Purchasing Procurement,Senior,NW
Category Manager,58900,69000,82400,98300,115200,85600,Purchasing Procurement,Senior,NI
Category Manager,45800,54500,66000,80000,95100,69100,Purchasing Procurement,Mid,
Category Manager,48000,56000,66600,79200,92600,69100,Purchasing Procurement,Mid,NI
Category Manager,45600,50700,57100,67900,79400,59300,Purchasing Procurement,Mid,SN
Category Manager,45700,51900,59900,71200,83300,62200,Purchasing Procurement,Mid,BB
Category Manager,46100,53900,64000,76100,89000,66400,Purchasing Procurement,Mid,HB
Category Manager,48700,56900,67700,80500,94000,70200,Purchasing Procurement,Mid,HH
Category Manager,46500,54300,64600,76800,89800,67000,Purchasing Procurement,Mid,SL
Category Manager,47400,55400,65900,78300,91600,68300,Purchasing Procurement,Mid,RP
Category Manager,48500,56700,67400,80100,93700,69900,Purchasing Procurement,Mid,HE
Category Manager,48800,57000,67800,80600,94200,70300,Purchasing Procurement,Mid,NW
Category Manager,45800,54500,66000,80000,95100,69100,Purchasing Procurement,Mid,
Category Manager,37000,44300,53400,64300,76000,55700,Purchasing Procurement,Junior,
Category Manager,39300,46100,54600,64500,75000,56500,Purchasing Procurement,Junior,HE
Category Manager,39400,46200,54700,64600,75200,56600,Purchasing Procurement,Junior,HH
Category Manager,38500,42500,47500,56200,65300,49200,Purchasing Procurement,Junior,MV
Category Manager,38800,45500,53800,63700,74000,55700,Purchasing Procurement,Junior,NI
Category Manager,39500,46300,54800,64800,75300,56700,Purchasing Procurement,Junior,NW
Category Manager,38300,45000,53200,62900,73100,55000,Purchasing Procurement,Junior,RP
Category Manager,37600,44100,52200,61700,71800,54000,Purchasing Procurement,Junior,SL
Category Manager,37000,44300,53400,64300,76000,55700,Purchasing Procurement,Junior,
Leitung Einkauf,61800,74700,92100,113700,137400,97200,Purchasing Procurement,Lead,BW
Leitung Einkauf,60300,72800,89800,110900,134000,94800,Purchasing Procurement,Lead,BE
Leitung Einkauf,64500,78000,96200,118700,143500,101600,Purchasing Procurement,Lead,BY
Leitung Einkauf,57200,68900,84800,104600,126400,89500,Purchasing Procurement,Lead,BB
Leitung Einkauf,61100,73800,91100,112400,135800,96100,Purchasing Procurement,Lead,HB
Leitung Einkauf,64200,77500,95700,118100,142700,101000,Purchasing Procurement,Lead,HH
Leitung Einkauf,63300,76500,94400,116500,140700,99600,Purchasing Procurement,Lead,HE
Leitung Einkauf,56300,67000,81300,100300,121300,85800,Purchasing Procurement,Lead,MV
Leitung Einkauf,62700,75700,93400,115300,139300,98600,Purchasing Procurement,Lead,NI
Leitung Einkauf,63800,77100,95200,117500,141900,100500,Purchasing Procurement,Lead,NW
Leitung Einkauf,62200,75100,92700,114400,138200,97800,Purchasing Procurement,Lead,RP
Leitung Einkauf,60700,73400,90500,111700,135000,95600,Purchasing Procurement,Lead,SL
Leitung Einkauf,55900,66200,80000,98700,119300,84400,Purchasing Procurement,Lead,SN
Leitung Einkauf,56500,67400,82100,101300,122400,86700,Purchasing Procurement,Lead,ST
Leitung Einkauf,62100,75000,92600,114200,138100,97700,Purchasing Procurement,Lead,SH
Leitung Einkauf,57400,69300,85300,105300,127200,90000,Purchasing Procurement,Lead,TH
Sachbearbeitung Einkauf,36600,42200,49200,57200,65600,50600,Purchasing Procurement,Junior,BW
Sachbearbeitung Einkauf,37500,43300,50400,58600,67100,51800,Purchasing Procurement,Junior,BY
Sachbearbeitung Einkauf,35000,40400,47100,54800,62800,48400,Purchasing Procurement,Junior,BE
Sachbearbeitung Einkauf,34100,38400,43600,50700,58100,44800,Purchasing Procurement,Junior,BB
Sachbearbeitung Einkauf,34800,40100,46700,54300,62200,48000,Purchasing Procurement,Junior,HB
Sachbearbeitung Einkauf,36700,42500,49400,57500,65900,50800,Purchasing Procurement,Junior,HH
Sachbearbeitung Einkauf,36800,42600,49600,57700,66100,51000,Purchasing Procurement,Junior,HE
Sachbearbeitung Einkauf,34000,37800,42300,49200,56400,43500,Purchasing Procurement,Junior,MV
Sachbearbeitung Einkauf,36300,41900,48800,56800,65100,50200,Purchasing Procurement,Junior,NI
Sachbearbeitung Einkauf,37000,42800,49800,57900,66400,51200,Purchasing Procurement,Junior,NW
Sachbearbeitung Einkauf,35900,41400,48300,56100,64300,49600,Purchasing Procurement,Junior,RP
Sachbearbeitung Einkauf,35100,40600,47200,55000,63000,48600,Purchasing Procurement,Junior,SL
Sachbearbeitung Einkauf,33900,37200,41200,47900,54900,42300,Purchasing Procurement,Junior,SN
Sachbearbeitung Einkauf,34000,37600,42000,48800,56000,43200,Purchasing Procurement,Junior,ST
Sachbearbeitung Einkauf,36100,41700,48500,56500,64700,49900,Purchasing Procurement,Junior,SH
Sachbearbeitung Einkauf,34200,38700,44100,51300,58700,45300,Purchasing Procurement,Junior,TH
Spezialist Einkauf,49500,59100,71900,87600,104500,75400,Purchasing Procurement,Senior,
Spezialist Einkauf,50100,58700,70100,83600,98000,72800,Purchasing Procurement,Senior,BE
Spezialist Einkauf,52800,61900,73900,88100,103300,76700,Purchasing Procurement,Senior,HH
Spezialist Einkauf,50600,59300,70800,84500,99000,73600,Purchasing Procurement,Senior,SL
Spezialist Einkauf,52000,61000,72700,86800,101800,75600,Purchasing Procurement,Senior,NI
Spezialist Einkauf,51700,60600,72300,86200,101100,75100,Purchasing Procurement,Senior,SH
Spezialist Einkauf,48500,55200,63600,75900,89000,66100,Purchasing Procurement,Senior,ST
Spezialist Einkauf,48400,54600,62400,74400,87300,64800,Purchasing Procurement,Senior,SN
Spezialist Einkauf,49500,59100,71900,87600,104500,75400,Purchasing Procurement,Senior,
Spezialist Einkauf,41900,50300,61000,73900,87800,63800,Purchasing Procurement,Mid,
Spezialist Einkauf,45400,53400,63500,75500,88200,65900,Purchasing Procurement,Mid,BY
Spezialist Einkauf,42300,49700,59100,70300,82200,61400,Purchasing Procurement,Mid,HB
Spezialist Einkauf,40500,46500,54100,64300,75200,56100,Purchasing Procurement,Mid,MV
Spezialist Einkauf,43500,51200,60900,72400,84600,63100,Purchasing Procurement,Mid,RP
Spezialist Einkauf,40500,46400,54000,64200,75000,56000,Purchasing Procurement,Mid,ST
Spezialist Einkauf,41900,50300,61000,73900,87800,63800,Purchasing Procurement,Mid,
Spezialist Einkauf,33200,40000,48500,58500,69200,50600,Purchasing Procurement,Junior,
Spezialist Einkauf,34800,41200,49000,57900,67400,50700,Purchasing Procurement,Junior,BW
Spezialist Einkauf,35900,42500,50600,59800,69500,52300,Purchasing Procurement,Junior,BY
Spezialist Einkauf,33600,39700,47300,55900,65000,48900,Purchasing Procurement,Junior,BE
Spezialist Einkauf,33000,38100,44200,52300,60800,45700,Purchasing Procurement,Junior,BB
Spezialist Einkauf,33400,39500,47000,55600,64700,48700,Purchasing Procurement,Junior,HB
Spezialist Einkauf,35300,41800,49700,58800,68400,51500,Purchasing Procurement,Junior,HH
Spezialist Einkauf,35300,41700,49600,58700,68300,51400,Purchasing Procurement,Junior,HE
Laborfachkraft,34800,40500,47600,55400,63500,49000,Research Development,all,BW
Laborfachkraft,38900,45400,53500,62500,71900,55100,Research Development,Senior,BW
Laborfachkraft,38900,45400,53500,62500,71900,55100,Research Development,Senior,BW
Laborfachkraft,39900,46500,54900,64100,73700,56500,Research Development,Senior,BY
Laborfachkraft,37300,43500,51300,59900,68900,52800,Research Development,Senior,BE
Laborfachkraft,37300,42100,47600,55600,63900,49000,Research Development,Senior,BB
Laborfachkraft,37100,43200,50800,59300,68200,52300,Research Development,Senior,HB
Laborfachkraft,39100,45700,53800,62900,72300,55400,Research Development,Senior,HH
Laborfachkraft,39100,45700,53800,62900,72300,55400,Research Development,Senior,HH
Laborfachkraft,39300,45900,54100,63200,72700,55700,Research Development,Senior,HE
Laborfachkraft,37500,41400,46000,53700,61700,47300,Research Development,Senior,MV
Laborfachkraft,38600,45100,53200,62100,71400,54700,Research Development,Senior,NI
Laborfachkraft,34300,40000,47000,54700,62800,48400,Research Development,Mid,NI
Laborfachkraft,34900,40600,47800,55600,63800,49100,Research Development,Mid,HE
Laborfachkraft,31700,35800,40600,47300,54200,41800,Research Development,Mid,MV
Laborfachkraft,34300,40000,47000,54700,62800,48400,Research Development,Mid,NI
Laborfachkraft,35100,40800,48000,55900,64100,49400,Research Development,Mid,NW
Laborfachkraft,34000,39500,46500,54200,62100,47800,Research Development,Mid,RP
Laborfachkraft,33300,38800,45600,53100,60900,46900,Research Development,Mid,SL
Laborfachkraft,31500,35300,39700,46200,53000,40800,Research Development,Mid,SN
Laborfachkraft,31700,35700,40500,47100,54000,41600,Research Development,Mid,ST
Laborfachkraft,34100,39800,46800,54400,62400,48100,Research Development,Mid,SH
Laborfachkraft,32100,36700,42400,49400,56700,43700,Research Development,Mid,TH
Laborfachkraft,32900,38900,46600,55200,64300,48300,Research Development,Mid,
Laborfachkraft,29300,34400,41100,48300,55900,42500,Research Development,Junior,
Laborfachkraft,28100,31200,35000,40500,46200,35900,Research Development,Junior,SN
Laborfachkraft,28300,31600,35600,41200,46900,36500,Research Development,Junior,ST
Laborfachkraft,30300,35100,41100,47600,54300,42200,Research Development,Junior,SH
Laborfachkraft,28600,32500,37400,43300,49400,38400,Research Development,Junior,TH
Laborfachkraft,30800,35700,41800,48400,55200,42900,Research Development,Junior,BW
Laborfachkraft,31600,36500,42800,49600,56500,44000,Research Development,Junior,BY
Laborfachkraft,29500,34100,40000,46300,52800,41100,Research Development,Junior,BE
Laborfachkraft,28500,32300,36900,42700,48700,37900,Research Development,Junior,BB
Laborfachkraft,29300,34400,41100,48300,55900,42500,Research Development,Junior,
Leitung Forschung und Entwicklung,68600,82800,102200,126100,152400,107900,Research Development,Lead,BY
Leitung Forschung und Entwicklung,65600,79300,97800,120800,145900,103300,Research Development,Lead,BW
Leitung Forschung und Entwicklung,64000,77300,95400,117800,142300,100700,Research Development,Lead,BE
Leitung Forschung und Entwicklung,61800,73900,90100,111100,134300,95100,Research Development,Lead,BB
Leitung Forschung und Entwicklung,64900,78400,96800,119400,144300,102100,Research Development,Lead,HB
Leitung Forschung und Entwicklung,68200,82400,101600,125400,151600,107300,Research Development,Lead,HH
Leitung Forschung und Entwicklung,67200,81200,100200,123700,149500,105800,Research Development,Lead,HE
Leitung Forschung und Entwicklung,61200,72100,86400,106600,128800,91200,Research Development,Lead,MV
Leitung Forschung und Entwicklung,66600,80400,99300,122500,148000,104800,Research Development,Lead,NI
Leitung Forschung und Entwicklung,67800,81900,101100,124800,150800,106700,Research Development,Lead,NW
Leitung Forschung und Entwicklung,66000,79800,98400,121500,146800,103900,Research Development,Lead,RP
Leitung Forschung und Entwicklung,64500,77900,96200,118700,143500,101500,Research Development,Lead,SL
Leitung Forschung und Entwicklung,61000,71400,85000,104800,126700,89700,Research Development,Lead,SN
Leitung Forschung und Entwicklung,61400,72500,87200,107600,130100,92100,Research Development,Lead,ST
Leitung Forschung und Entwicklung,66000,79700,98300,121400,146700,103800,Research Development,Lead,SH
Leitung Forschung und Entwicklung,61900,74100,90600,111800,135100,95700,Research Development,Lead,TH
Sachbearbeitung Forschung und Entwicklung,37000,43000,50600,58900,67500,52100,Research Development,Junior,BW
Sachbearbeitung Forschung und Entwicklung,37900,44100,51900,60100,68700,53300,Research Development,Junior,BY
Sachbearbeitung Forschung und Entwicklung,35400,41200,48500,56400,64600,49800,Research Development,Junior,BE
Sachbearbeitung Forschung und Entwicklung,34800,39300,44800,52200,59800,46100,Research Development,Junior,BB
Sachbearbeitung Forschung und Entwicklung,35300,40900,48000,55900,64000,49400,Research Development,Junior,HB
Sachbearbeitung Forschung und Entwicklung,37100,43200,50900,59200,67800,52300,Research Development,Junior,HH
Sachbearbeitung Forschung und Entwicklung,37300,43300,51000,59400,68000,52500,Research Development,Junior,HE
Sachbearbeitung Forschung und Entwicklung,34900,38800,43600,50700,58100,44800,Research Development,Junior,MV
Sachbearbeitung Forschung und Entwicklung,36700,42700,50200,58400,67000,51700,Research Development,Junior,NI
Sachbearbeitung Forschung und Entwicklung,37400,43500,51300,59600,68300,52700,Research Development,Junior,NW
Sachbearbeitung Forschung und Entwicklung,36300,42200,49700,57800,66200,51100,Research Development,Junior,RP
Sachbearbeitung Forschung und Entwicklung,35500,41300,48600,56600,64800,50000,Research Development,Junior,SL
Sachbearbeitung Forschung und Entwicklung,34800,38300,42400,49300,56500,43600,Research Development,Junior,SN
Sachbearbeitung Forschung und Entwicklung,34800,38600,43200,50300,57600,44400,Research Development,Junior,ST
Sachbearbeitung Forschung und Entwicklung,36500,42400,50000,58100,66600,51400,Research Development,Junior,SH
Sachbearbeitung Forschung und Entwicklung,34900,39600,45300,52800,60500,46600,Research Development,Junior,TH
Spezialist Forschung und Entwicklung,48400,57800,70300,85600,102100,73700,Research Development,Senior,
Spezialist Forschung und Entwicklung,47400,54900,64500,77000,90200,67000,Research Development,Senior,TH
Spezialist Forschung und Entwicklung,50500,59200,70600,84300,98800,73400,Research Development,Senior,SH
Spezialist Forschung und Entwicklung,47000,53700,62200,74200,87000,64600,Research Development,Senior,ST
Spezialist Forschung und Entwicklung,46800,53100,61000,72800,85300,63400,Research Development,Senior,SN
Spezialist Forschung und Entwicklung,49500,58000,69200,82600,96800,71900,Research Development,Senior,SL
Spezialist Forschung und Entwicklung,50200,58900,70300,83800,98300,73000,Research Development,Senior,RP
Spezialist Forschung und Entwicklung,51600,60500,72100,86100,100900,74900,Research Development,Senior,NW
Spezialist Forschung und Entwicklung,48400,57800,70300,85600,102100,73700,Research Development,Senior,
Spezialist Forschung und Entwicklung,41100,49000,59400,72000,85600,62100,Research Development,Mid,
Spezialist Forschung und Entwicklung,43900,51300,61000,72500,84700,63300,Research Development,Mid,NW
Spezialist Forschung und Entwicklung,42700,49900,59300,70500,82400,61500,Research Development,Mid,RP
Spezialist Forschung und Entwicklung,41800,48900,58100,69100,80800,60300,Research Development,Mid,SL
Spezialist Forschung und Entwicklung,43200,50400,60000,71300,83300,62200,Research Development,Mid,NI
Spezialist Forschung und Entwicklung,40400,45800,52700,62700,73200,54700,Research Development,Mid,MV
Spezialist Forschung und Entwicklung,43700,51000,60700,72100,84300,62900,Research Development,Mid,HE
Spezialist Forschung und Entwicklung,43800,51200,60900,72400,84600,63200,Research Development,Mid,HH
Spezialist Forschung und Entwicklung,41500,48500,57600,68500,80100,59800,Research Development,Mid,HB
Spezialist Forschung und Entwicklung,40500,46400,53900,64100,74900,55900,Research Development,Mid,BB
Spezialist Forschung und Entwicklung,41100,49000,59400,72000,85600,62100,Research Development,Mid,
Spezialist Forschung und Entwicklung,35600,42500,51200,61700,73000,53400,Research Development,Junior,
Spezialist Forschung und Entwicklung,37900,44300,52400,62000,72100,54300,Research Development,Junior,HH
Spezialist Forschung und Entwicklung,36100,42100,49600,58700,68200,51300,Research Development,Junior,HB
Spezialist Forschung und Entwicklung,36100,42200,49900,59000,68600,51600,Research Development,Junior,BE
Spezialist Forschung und Entwicklung,37000,41300,46600,55100,64100,48300,Research Development,Junior,BB
Spezialist Forschung und Entwicklung,38600,45100,53300,63100,73300,55200,Research Development,Junior,BY
Spezialist Forschung und Entwicklung,37400,43700,51700,61100,71100,53500,Research Development,Junior,BW
Spezialist Forschung und Entwicklung,36800,41400,47100,55700,64800,48700,Research Development,Junior,TH
Spezialist Forschung und Entwicklung,37300,43600,51600,61000,70900,53400,Research Development,Junior,SH
Konstruktionsingenieur,53100,64000,77900,94700,113100,81600,Construction,Senior,
Konstruktionsingenieur,53900,63500,75800,90500,106100,78800,Construction,Senior,BE
Konstruktionsingenieur,55900,66000,78700,93900,110100,81800,Construction,Senior,NI
Konstruktionsingenieur,56800,67000,79900,95400,111800,83000,Construction,Senior,HH
Konstruktionsingenieur,54400,64200,76600,91400,107200,79600,Construction,Senior,SL
Konstruktionsingenieur,55600,65500,78200,93300,109400,81200,Construction,Senior,SH
Konstruktionsingenieur,54900,62200,71400,85200,99900,74200,Construction,Senior,TH
Konstruktionsingenieur,53700,63300,75500,90100,105600,78500,Construction,Senior,HB
Konstruktionsingenieur,55000,62000,70900,84600,99200,73700,Construction,Senior,BB
Konstruktionsingenieur,53100,64000,77900,94700,113100,81600,Construction,Senior,
Konstruktionsingenieur,43700,52700,63900,77500,92100,66900,Construction,Mid,
Konstruktionsingenieur,45900,54300,64500,76700,89600,66900,Construction,Mid,BW
Konstruktionsingenieur,47400,56000,66600,79200,92500,69100,Construction,Mid,BY
Konstruktionsingenieur,44300,52300,62200,74000,86400,64500,Construction,Mid,BE
Konstruktionsingenieur,42900,49700,58000,69000,80600,60200,Construction,Mid,BB
Konstruktionsingenieur,44100,52200,62000,73700,86200,64300,Construction,Mid,HB
Konstruktionsingenieur,46600,55100,65500,77900,91100,68000,Construction,Mid,HH
Konstruktionsingenieur,45900,54300,64500,76700,89600,66900,Construction,Mid,NI
Konstruktionsingenieur,43700,52700,63900,77500,92100,66900,Construction,Mid,
Konstruktionsingenieur,35300,42500,51600,62200,73500,53800,Construction,Junior,
Konstruktionsingenieur,37500,44400,52800,62400,72600,54600,Construction,Junior,HE
Konstruktionsingenieur,35800,40500,46000,54300,63200,47600,Construction,Junior,MV
Konstruktionsingenieur,37000,43800,52100,61600,71600,53900,Construction,Junior,NI
Konstruktionsingenieur,37700,44600,53000,62700,72900,54800,Construction,Junior,NW
Konstruktionsingenieur,36600,43300,51400,60800,70700,53200,Construction,Junior,RP
Konstruktionsingenieur,35900,42500,50500,59700,69400,52300,Construction,Junior,SL
Konstruktionsingenieur,35300,42500,51600,62200,73500,53800,Construction,Junior,
Technischer Produktdesigner,41100,45600,51000,57100,63100,51800,Construction,Mid,BW
Technischer Produktdesigner,42000,46600,52200,58000,63800,52900,Construction,Mid,BY
Technischer Produktdesigner,39100,43400,48600,54300,60100,49300,Construction,Mid,BE
Technischer Produktdesigner,38600,41300,44700,50000,55300,45400,Construction,Mid,BB
Technischer Produktdesigner,39100,43300,48400,54200,59900,49200,Construction,Mid,HB
Technischer Produktdesigner,40900,45400,50800,56800,62800,51600,Construction,Mid,HH
Technischer Produktdesigner,41400,46000,51400,57500,63600,52200,Construction,Mid,HE
Technischer Produktdesigner,38400,40700,43500,48700,53900,44200,Construction,Mid,MV
Technischer Produktdesigner,40600,45100,50400,56400,62400,51200,Construction,Mid,NI
Technischer Produktdesigner,41500,46100,51500,57600,63700,52300,Construction,Mid,NW
Technischer Produktdesigner,39900,44300,49600,55400,61300,50300,Construction,Mid,RP
Technischer Produktdesigner,39300,43700,48800,54600,60400,49600,Construction,Mid,SL
Technischer Produktdesigner,38000,39700,41700,46700,51600,42400,Construction,Mid,SN
Technischer Produktdesigner,38300,40500,43100,48200,53300,43800,Construction,Mid,ST
Technischer Produktdesigner,40300,44800,50100,56000,61900,50800,Construction,Mid,SH
Technischer Produktdesigner,38700,41800,45500,50800,56200,46200,Construction,Mid,TH
Leitung Projektmanagement,62900,75900,93600,115400,139300,98800,Project Management,Lead,BW
Leitung Projektmanagement,65700,79300,97800,120500,145600,103200,Project Management,Lead,BY
Leitung Projektmanagement,58300,70100,86200,106200,128300,90900,Project Management,Lead,BB
Leitung Projektmanagement,62200,75100,92500,114100,137800,97600,Project Management,Lead,HB
Leitung Projektmanagement,61300,74000,91300,112500,135900,96300,Project Management,Lead,BE
Leitung Projektmanagement,65300,78800,97200,119900,144700,102600,Project Management,Lead,HH
Leitung Projektmanagement,64400,77800,95900,118200,142700,101200,Project Management,Lead,HE
Leitung Projektmanagement,57100,68000,82600,101900,123000,87200,Project Management,Lead,MV
Leitung Projektmanagement,63800,77000,94900,117100,141300,100200,Project Management,Lead,NI
Leitung Projektmanagement,65000,78400,96700,119200,144000,102000,Project Management,Lead,NW
Leitung Projektmanagement,63300,76400,94100,116100,140200,99300,Project Management,Lead,RP
Leitung Projektmanagement,61800,74600,92000,113400,136900,97000,Project Management,Lead,SL
Leitung Projektmanagement,56700,67200,81300,100200,121000,85700,Project Management,Lead,SN
Leitung Projektmanagement,57300,68500,83400,102900,124200,88000,Project Management,Lead,ST
Leitung Projektmanagement,63200,76300,94100,116000,140000,99200,Project Management,Lead,SH
Leitung Projektmanagement,58400,70400,86700,106800,129000,91400,Project Management,Lead,TH
Projektleitung,57200,68200,83000,101000,120500,87000,Project Management,Senior,
Projektleitung,61800,72500,86500,103200,121000,89800,Project Management,Senior,BY
Projektleitung,57500,67500,80500,96100,112600,83600,Project Management,Senior,HB
Projektleitung,56600,64000,73500,87600,102800,76300,Project Management,Senior,MV
Projektleitung,59300,69500,82900,99000,116000,86200,Project Management,Senior,RP
Projektleitung,56600,64000,73400,87600,102700,76300,Project Management,Senior,ST
Projektleitung,60900,71300,85100,101600,119100,88400,Project Management,Senior,NW
Projektleitung,60900,71400,85200,101700,119200,88500,Project Management,Senior,HH
Projektleitung,57200,68200,83000,101000,120500,87000,Project Management,Senior,
Projektleitung,49500,58900,71400,86500,102900,74700,Project Management,Mid,
Projektleitung,51900,60600,72000,85700,100100,74700,Project Management,Mid,BW
Projektleitung,48900,55900,64800,77000,90000,67200,Project Management,Mid,BB
Projektleitung,52500,61300,72900,86700,101300,75600,Project Management,Mid,HE
Projektleitung,48500,54400,61800,73500,85800,64100,Project Management,Mid,SN
Projektleitung,52800,61600,73300,87100,101800,76000,Project Management,Mid,NW
Projektleitung,48900,56200,65500,77800,90900,67900,Project Management,Mid,TH
Projektleitung,48700,55100,63200,75100,87800,65500,Project Management,Mid,ST
Projektleitung,50300,58800,69900,83100,97100,72500,Project Management,Mid,SL
Projektleitung,49500,58900,71400,86500,102900,74700,Project Management,Mid,
Projektleitung,44900,53100,63900,77000,91100,66700,Project Management,Junior,
Projektleitung,45300,52700,62300,73600,85600,64400,Project Management,Junior,BE
Projektleitung,47600,55400,65500,77400,90000,67800,Project Management,Junior,HH
Projektleitung,46900,54500,64500,76300,88700,66800,Project Management,Junior,NI
Projektleitung,45500,52900,62500,73900,86000,64700,Project Management,Junior,SL
Projektleitung,48400,56300,66600,78700,91500,68900,Project Management,Junior,BY
Projektleitung,47700,55500,65600,77600,90300,67900,Project Management,Junior,NW
Projektleitung,46800,54400,64400,76100,88500,66600,Project Management,Junior,SH
Gehaltsbuchhalter,41500,50500,61900,75300,89800,64900,Human Ressources,Senior,
Gehaltsbuchhalter,43600,52000,62400,74400,87300,64800,Human Ressources,Senior,BW
Gehaltsbuchhalter,45000,53700,64500,76900,90200,67000,Human Ressources,Senior,BY
Gehaltsbuchhalter,42100,50200,60300,71900,84300,62600,Human Ressources,Senior,BE
Gehaltsbuchhalter,44400,53000,63500,75800,88900,66000,Human Ressources,Senior,HH
Gehaltsbuchhalter,43400,51800,62100,74200,86900,64600,Human Ressources,Senior,SH
Gehaltsbuchhalter,42500,50800,60900,72700,85200,63300,Human Ressources,Senior,SL
Gehaltsbuchhalter,43700,52200,62600,74700,87500,65000,Human Ressources,Senior,NI
Gehaltsbuchhalter,41000,47300,54700,65300,76600,56900,Human Ressources,Senior,ST
Gehaltsbuchhalter,40900,46800,53700,64000,75100,55700,Human Ressources,Senior,SN
Gehaltsbuchhalter,44300,52900,63500,75700,88800,65900,Human Ressources,Senior,NW
Gehaltsbuchhalter,41500,50500,61900,75300,89800,64900,Human Ressources,Senior,
Gehaltsbuchhalter,37600,45500,55700,67500,80300,58300,Human Ressources,Mid,
Gehaltsbuchhalter,39500,47000,56200,66800,78100,58300,Human Ressources,Mid,BW
Gehaltsbuchhalter,36800,43000,50600,60100,70200,52400,Human Ressources,Mid,BB
Gehaltsbuchhalter,40000,47500,56900,67600,79000,59000,Human Ressources,Mid,HE
Gehaltsbuchhalter,40200,47800,57200,68000,79500,59300,Human Ressources,Mid,NW
Gehaltsbuchhalter,36400,41900,48200,57300,67000,50000,Human Ressources,Mid,SN
Gehaltsbuchhalter,36900,43300,51100,60700,71000,53000,Human Ressources,Mid,TH
Gehaltsbuchhalter,36600,42400,49300,58600,68500,51100,Human Ressources,Mid,ST
Gehaltsbuchhalter,39200,46600,55800,66400,77600,57900,Human Ressources,Mid,SH
Gehaltsbuchhalter,37600,45500,55700,67500,80300,58300,Human Ressources,Mid,
Gehaltsbuchhalter,34000,40200,48000,56600,65700,49600,Human Ressources,Junior,BY
Gehaltsbuchhalter,31400,37800,46100,55500,65600,48000,Human Ressources,Junior,
Gehaltsbuchhalter,31700,37400,44600,52800,61400,46200,Human Ressources,Junior,HB
Gehaltsbuchhalter,31500,35900,41000,48500,56400,42400,Human Ressources,Junior,MV
Gehaltsbuchhalter,32600,38500,45900,54300,63100,47500,Human Ressources,Junior,RP
Gehaltsbuchhalter,31500,35800,40700,48100,56000,42100,Human Ressources,Junior,ST
Gehaltsbuchhalter,33000,39000,46500,55000,63900,48100,Human Ressources,Junior,BW
Gehaltsbuchhalter,31800,37600,44900,53100,61700,46400,Human Ressources,Junior,BE
